task_id,item_id,text_label,label_human,bucket,specialty,rate,is_duplicate,label_human_note,rater_id
task01_00149,sent_001908,ایشون دکتر با شخصیت خوش‌برخورد مومن و بسیار کار درست است رحمم میوم بزرگ خود رحم بزرگ‌شده بود ایشون تخلیه شوند کردن رحم را دوستشون خیلی سبک من خیلی می‌ترسیدم از درد بعد از عمل ولی خدارا شکر خیلی خوب و راحت بودم و به دیگران هم ایشون را معرفی کردم,1,mid_neg,فلوشیپ انکولوژی زنان ( سرطان شناسی ),5,0,,
task01_00150,sent_002988,فعلا منتظر جواب ازمایشم هستم,0,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_00151,sent_004401,پی آر پی فعلا درمان ادامه دارد,0,rate_neg,متخصص ارتوپدی فلوشیپ جراحی زانو,2.5,0,,
task01_00152,sent_002859,برای بار دوم مراجعه می‌کنم,0,rate_neg,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,,
task01_00153,sent_007914,مطب بسیار شلوغ بود,0,high_neg,"جراح و متخصص زنان ، زایمان و نازایی",2.5,0,,
task01_00154,sent_002169,پی پی ار پی,0,rate_neg,متخصص پوست و مو,2.5,0,,
task01_00155,sent_003959,لیزر تتو انجام دادم فعلا منتظر نتیجه‌ام,0,high_neg,متخصص پوست و مو,2.5,0,,
task01_00156,sent_005506,عالی من عفونت داشتم ظرف یک هفته خوب شدم,1,high_pos,متخصص زنان و زایمان و نازایی,5,0,,
task01_00157,sent_001633,ایرادی که خیلی از دوستان وارد دونستن و درست هم هست معطلی زیاد در مطب دکتر هست البته خدماتی که ارائه میدن هم گران هست در مفصل زانوهام دکتر برام تزریق انجام داد امیدوارم نتیجه‌بخش باشه که البته این نکته در درازمدت مشخص خواهد شد برخورد دکتر و پرسنل خوب هست و اینکه سنجش تراکم استخوان و فیزیوتراپی هم دارن خوبه,0,high_neg,فلوشیپ ارتوپدی و جراحی ستون فقرات,2.5,0,,
task01_00158,sent_006761,فقط ویزیت شدم دیگه کارشو ندیدم,0,topup_pref,"متخصص و جراح پوست ، مو و زیبایی و لیزردرمانی",5,0,,
task01_00159,sent_006468,می‌شناسم دکتر مورد قبول لرای جراحی میباسد,1,rate_neg,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,,
task01_00160,sent_001417,برای جوش صورت مراجعه کردم و خیلی نتیجه نگرفتم,0,high_neg,"متخصص پوست ، مو و زیبایی",2.5,0,,
task01_00161,sent_000199,بسیار با دقت و با حوصله ویزیت کردن و روند درمان روتوضیح دادن,1,topup_pref,متخصص گوش و حلق و بینی,5,0,,
task01_00162,sent_006644,اسپاسم شدید پای دخترم خوب بودن,1,rate_neg,متخصص جراحی استخوان و مفاصل ( ارتوپدی ),2.5,0,,
task01_00163,sent_007835,برای لوزه دخترم نوبت عمل دادن برخورد و توضیحات خیلی خوب بود,1,topup_pref,متخصص گوش و حلق و بینی,5,0,,
task01_00164,sent_004990,دکتر خوب و خوش‌برخورد معطلی در مطب برای ویزیت بسیار کم,1,mid_neg,متخصص زنان و زایمان,5,0,,
task01_00165,sent_005337,تا حالی آشنا نشدم ندیدم بار اولمه,0,rate_neg,فلوشیپ اورولوژی ترمیمی و جراحی مجاری ادراری,2.5,0,,
task01_00166,sent_005609,با آزمایشگاه جالبی کار نمی‌کنند,0,rate_neg,"متخصص زنان ، زایمان و نازائی",2.5,0,,
task01_00167,sent_005792,شوره سر داشتم و با اولین ویزیت درمان شدم,1,topup_pref,متخصص پوست و مو و زیبایی و لیزر,5,0,,
task01_00168,sent_001555,سلام لیرز پوست کار خانم دکتر بسیار عالی مثل اخلاق بی نطیزش,1,high_pos,متخصص پوست و مو زیبایی,5,0,,
task01_00169,sent_005366,دکتر خوبی هستن ارامش دارن واینکه الکی سونوگرافی وهزینه اضافی برای بیمار نمیتراشن باتوجه به اینکه این هزینه‌ها الان خیلی بالا هست واقعا اگه نیاز باشه میفرسته من در دوره مراقبت بارداری هستم,1,mid_neg,متخصص زنان و زایمان,5,0,,
task01_00170,sent_000567,تحت درمان اندامتریو ز,0,rate_neg,جراح و متخصص زنان و زایمان,2.5,0,,
task01_00171,sent_003186,من برای ناباروری مراجعه کردم و نتیجه نگرفتم,-1,high_neg,متخصص زنان و زایمان,2.5,0,,
task01_00172,sent_002948,سلام دکتر خوبی بود و پاسخگویی خوبی داشت ولی زمان معطلی زیاد بود من 4 20 دقیقه وقت گرفته بودم ولی ساعت 6 نوبتم شد,0,high_neg,جراح استخوان و مفاصل و ستون فقرات,2.5,1,,
task01_00173,sent_002573,تحت درمان قرار دارم,0,topup_pref,"فلوشیپ پیوند کلیه ، عضو تیم تخصصی درمان ناباروری",2.5,0,,
task01_00174,sent_001376,ارتباط کمی با بیمار میگیرن ولی آز مایش‌ها و سونو هاشون رو دقیق مینویسن,0,topup_pref,متخصص زنان و زایمان,2.5,0,,
task01_00175,sent_003255,دکتر با حوصله و خوش‌اخلاق هستند در مورد کارشون نمیتونم نظر یدم چون دوبار فقط ویزیت شدم و درمانم ادامه داره,0,service_neg,"متخصص پوست ، مو ، زیبایی و لیزر",2.5,0,,
task01_00176,sent_000436,فعلا نتیجه‌ای نگرفتیم,0,topup_pref,"فوق تخصص مغز و اعصاب کودکان ، استاد دانشگاه",2.5,0,,
task01_00177,sent_000423,سکته گوشز,0,rate_neg,متخصص گوش حلق بینی و جراحی سر و گردن,2.5,0,,
task01_00178,sent_007957,برای اقدام به بارداری,0,topup_pref,"متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی",2.5,0,,
task01_00179,sent_000079,سرگیجه داشتم که الان برطرف شده,0,random,متخصص گوش و حلق و بینی,5,0,,
task01_00180,sent_005824,در وقت دهی و مشاوره قبل از ویزیت بسیار ضعیف هستن بارها رفتم و پشت در موندم و بعد تماس وقتم رو کنسل کردم به این خاطر دیگه نمیرم باوجودی که از روند بهبود بیماریم راضیم,-1,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_00181,sent_000479,من برای درد دستم رفتم برخورد خوبی داشت,1,rate_neg,جراح و متخصص ارتوپدی,2.5,0,,
task01_00182,sent_000791,خوب بود معطلی در مطب زیاده,0,high_neg,جراح و متخصص استخوان و مفاصل - ارتوپدی,2.5,0,,
task01_00183,sent_004364,در جلسه اول دکتر خوبی به نظر می‌رسیدن,0,rate_neg,"متخصص پوست و مو ، زیبایی و لیزر",2.5,0,,
task01_00184,sent_005834,خود خانم دکتر بسیار محترم و خوش‌برخورد هستن ولی منشی بعد از 4 روز از تعیین وقت زنگ زد گفت چون از سایت وقت گرفتید بین مریض حساب میشید در ضمن هزینه ویزیت رو باید نقدی حساب کنید,0,high_neg,متخصص زنان و زایمان و نازایی,2.5,0,,
task01_00185,sent_001158,تحت درمانم ناباروری,0,rate_neg,"متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی",2.5,0,,
task01_00186,sent_002376,مراحل اولیه درمان,0,rate_neg,"متخصص پوست ، مو ، زیبایی",2.5,0,,
task01_00187,sent_000233,دکتر خوش برخوردی هست یک‌بار فعلا خدمتش رفتم نوبت بعدی هم دارم,0,service_neg,جراح و متخصص زنان و زایمان - فلوشیپ نازایی,2.5,0,,
task01_00188,sent_005774,با بیمه قرارداد نداشتند و این نکته در رزرو نوبت اعلام‌نشده و بیمار در عمل انجام‌شده قرار می‌گیرد و ناچار به پرداخت هزینه گزاف است,-1,high_neg,"متخصص گوش حلق بینی ، فلوشیپ جراحی گوش",2.5,0,,
task01_00189,sent_001129,من شماره مطب می‌خوام,0,service_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),2.5,1,,
task01_00190,sent_005109,پزشک با علم روزی هستند ولی زمان انتظار در مطب علیرغم اخذ نوبت طولانی می‌باشد,1,service_neg,"فلوشیپ جراحی پا و مچ پا ، متخصص ارتوپدی",2.5,0,,
task01_00191,sent_000117,با حوصله معاینه می‌کنند فعلا در مرحله تشخیص آزمایشهای تخصصی نوشتند,1,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00192,sent_000158,سلام نوبت دهی خوب بود و منشی هم خیلی خوش‌برخورد ولی از رفتار و گفتار خود دکتر اصلا راضی نبودم,-1,service_neg,متخصص جراحی مغز و اعصاب,5,0,,
task01_00193,sent_006230,سلام من قبلاویزیت شدم کارش عالی هستش,1,topup_pref,متخصص گوش حلق و بینی,5,1,,
task01_00194,sent_003602,اصلا راضی نبودم من با دوسه تا اکنه مراجعه کردم بهم راکوتان دادن کبدم اسیب دید,-1,high_neg,متخصص پوست و مو,2.5,0,,
task01_00195,sent_001566,خواهرم به تازگی ویزیت شدن هنوز نظری ندارم,0,service_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00196,sent_000806,مناظر نایجپ,0,rate_neg,جراح و متخصص زنان زایمان و نازایی,2.5,0,,
task01_00197,sent_001136,من امروز مطب بودم مطب تمیز مرتب با یه خانم منشی عالی خوش‌برخورد مرتب من به دلیل بیماری که دارم مجبورم دکترهای زیادی رفتم ولی از برخورد منشی راضی نبودم ولی امروز با برخورد منشی خانم شیخ روحیه گرفتم,1,mixed,متخصص زنان و زایمان,5,0,,
task01_00198,sent_000898,در اینستا آشنا شدم,0,rate_neg,جراح و متخصص زنان و زایمان,2.5,0,,
task01_00199,sent_003018,من وهمسرم ودخترم ناراحتی آرتروزگردن وزانوودرد مفاصل داشتیم وداریم دکترمیبایستی وقت بیشتری برای بیماربگذارد فقط ایشان داروهای خوبی تجویزمیکند,0,rate_neg,متخصص ارتوپدی,2.5,0,,
task01_00200,sent_001396,دکتر فوق العاده خوبی هستن,1,high_pos,متخصص گوش و حلق و بینی و جراحی زیبایی بینی,5,0,,
task01_00201,sent_000337,درد عصبی و ارتورز,0,rate_neg,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,,
task01_00202,sent_004683,اهدا کننده کلیه,0,topup_pref,متخصص جراحی کلیه و مجاری ادراری تناسلی ( ارولوژیست ),2.5,0,,
task01_00203,sent_002118,دکتر مهربون و خوش‌اخلاق و تخصصی کار میکنه از اول تمام آزمایشات لازم میده شاید یکم هزینه‌بر باشه ولی سریع جواب می‌گیری,1,mid_neg,جراح و متخصص زنان زایمان نازایی,5,0,,
task01_00204,sent_002723,سلام من پای پرانتزی داشتم با درجه بالا پای راستم 23 درجه و پای چپم 19 درجه که سال گذشته 98 از طریق اینترنت با ایشون آشنا شدم با اولین ویزیت در مطب ایشون تصمیم گرفتم ایشون پای راستمو جراحی کنن خرداد ماه جراحی کردم بسیار راضی بودم ایشون با صبر با اخلاق با حوصله در تمام لحظات کنارم بودن و جوابگو مشکلاتم خیلی زود نتیجه گرفتم و پای چپم جراحی کردم الحمدالله درد شدید و سختی نداره فقط روز اول نهایت هفته اول اذیت شدم با توجه بدستورات بعد از جراحی و اجرا آنها خیلی زود مشکلاتم حل شدن و پا هام راست و بسیار عالی خوب شدم من بسیار بسیار از ایشون و دستیارشون سرکار خانم دانا ممنونم وجود پربرکتشون همیشه سلامت و سعادتمند در پناه حق باشد ان شاالله,1,service_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),5,0,,
